,#YY,MM,DD,hh,mm,WSP,GST,WVHT,DPD,APD,MWD,PRES,ATMP,DEWP,Wave_Size,Wind_Speed
29085,2020,7,23,2,40,4.6,6.4,0.89,14.81,4.97,174,1011.5,17.9,14.2,Small (<2 ft),Moderate (3-19 mph)
29091,2020,7,23,3,40,4.4,6.8,0.91,14.81,5.5,171,1011.7,17.8,14.1,Small (<2 ft),Moderate (3-19 mph)
29097,2020,7,23,4,40,3.5,5.8,0.88,10.0,5.52,290,1012.2,17.8,14.0,Small (<2 ft),Moderate (3-19 mph)
29103,2020,7,23,5,40,4.1,6.4,0.97,14.81,5.88,180,1012.4,17.6,13.9,Small (<2 ft),Moderate (3-19 mph)
29109,2020,7,23,6,40,3.2,5.4,0.87,14.81,5.31,231,1012.7,17.6,13.6,Small (<2 ft),Moderate (3-19 mph)
29115,2020,7,23,7,40,3.8,5.5,0.83,14.81,5.32,205,1012.5,17.5,13.6,Small (<2 ft),Moderate (3-19 mph)
29121,2020,7,23,8,40,3.8,5.7,0.84,14.81,5.47,188,1012.5,17.5,13.9,Small (<2 ft),Moderate (3-19 mph)
29127,2020,7,23,9,40,2.6,3.8,0.88,14.81,5.63,195,1012.5,17.2,13.3,Small (<2 ft),Ideal(<3 mph)
29133,2020,7,23,10,40,2.6,4.8,0.92,14.81,6.1,206,1012.3,17.4,13.5,Small (<2 ft),Ideal(<3 mph)
29139,2020,7,23,11,40,3.2,5.1,0.87,14.81,5.65,205,1012.5,17.4,13.3,Small (<2 ft),Moderate (3-19 mph)
29145,2020,7,23,12,40,3.5,5.1,0.83,14.81,5.64,194,1012.8,17.5,13.5,Small (<2 ft),Moderate (3-19 mph)
29151,2020,7,23,13,40,2.5,3.8,0.88,13.79,5.77,186,1013.3,17.6,13.5,Small (<2 ft),Ideal(<3 mph)
29157,2020,7,23,14,40,2.3,3.6,0.9,14.81,6.0,210,1013.8,17.6,13.0,Small (<2 ft),Ideal(<3 mph)
29163,2020,7,23,15,40,1.6,2.8,0.82,14.81,6.11,195,1014.2,17.7,12.9,Small (<2 ft),Ideal(<3 mph)
29169,2020,7,23,16,40,2.7,4.5,0.78,14.81,5.65,202,1014.1,18.0,13.4,Small (<2 ft),Ideal(<3 mph)
29175,2020,7,23,17,40,1.0,2.0,0.83,14.81,5.92,202,1014.5,18.1,13.0,Small (<2 ft),Ideal(<3 mph)
29181,2020,7,23,18,40,1.5,2.5,0.78,14.81,6.0,204,1014.3,18.4,13.3,Small (<2 ft),Ideal(<3 mph)
29187,2020,7,23,19,40,3.4,4.3,0.83,14.81,6.28,205,1014.2,17.8,14.9,Small (<2 ft),Moderate (3-19 mph)
29193,2020,7,23,20,40,2.6,3.8,0.81,14.81,6.28,181,1013.6,18.0,14.4,Small (<2 ft),Ideal(<3 mph)
29199,2020,7,23,21,40,3.1,4.2,0.82,14.81,6.16,207,1013.3,18.6,14.6,Small (<2 ft),Moderate (3-19 mph)
29205,2020,7,23,22,40,4.5,6.2,0.78,14.81,5.95,188,1012.6,18.4,15.3,Small (<2 ft),Moderate (3-19 mph)
29211,2020,7,23,23,40,5.5,7.1,0.81,14.81,6.04,226,1012.2,18.5,15.3,Small (<2 ft),Moderate (3-19 mph)
29217,2020,7,24,0,40,4.4,7.3,0.8,14.81,5.85,199,1011.9,18.5,15.1,Small (<2 ft),Moderate (3-19 mph)
29223,2020,7,24,1,40,4.0,6.0,0.8,14.81,5.48,217,1011.8,18.3,14.6,Small (<2 ft),Moderate (3-19 mph)
29229,2020,7,24,2,40,4.0,5.8,0.81,14.81,5.58,204,1011.8,18.3,15.0,Small (<2 ft),Moderate (3-19 mph)
29235,2020,7,24,3,40,3.8,6.0,0.81,13.79,5.81,185,1011.9,18.1,14.8,Small (<2 ft),Moderate (3-19 mph)
29241,2020,7,24,4,40,3.4,5.6,0.85,14.81,6.08,184,1012.2,17.8,14.7,Small (<2 ft),Moderate (3-19 mph)
29247,2020,7,24,5,40,2.2,3.3,0.75,13.79,5.63,188,1012.4,18.0,14.6,Small (<2 ft),Ideal(<3 mph)
29253,2020,7,24,6,40,1.6,3.9,0.77,13.79,5.93,212,1012.5,18.3,15.0,Small (<2 ft),Ideal(<3 mph)
29259,2020,7,24,7,40,3.0,4.0,0.79,13.79,5.99,209,1012.5,18.6,15.2,Small (<2 ft),Ideal(<3 mph)
29265,2020,7,24,8,40,3.4,4.9,0.81,13.79,6.01,194,1012.1,18.6,15.1,Small (<2 ft),Moderate (3-19 mph)
29271,2020,7,24,9,40,3.5,5.0,0.78,13.79,5.71,173,1012.2,18.5,14.8,Small (<2 ft),Moderate (3-19 mph)
29277,2020,7,24,10,40,3.4,5.2,0.77,13.79,5.67,198,1012.1,18.4,14.6,Small (<2 ft),Moderate (3-19 mph)
29283,2020,7,24,11,40,0.5,2.0,0.82,13.79,5.78,192,1012.5,18.5,14.5,Small (<2 ft),Ideal(<3 mph)
29289,2020,7,24,12,40,2.0,3.3,0.76,13.79,5.55,164,1012.7,18.6,14.4,Small (<2 ft),Ideal(<3 mph)
29295,2020,7,24,13,40,1.8,3.1,0.79,13.79,5.39,175,1013.3,18.5,14.4,Small (<2 ft),Ideal(<3 mph)
29301,2020,7,24,14,40,1.5,2.5,0.89,13.79,5.61,180,1013.6,18.6,14.6,Small (<2 ft),Ideal(<3 mph)
29307,2020,7,24,15,40,1.1,1.8,0.9,13.79,5.71,184,1013.9,18.6,14.4,Small (<2 ft),Ideal(<3 mph)
29313,2020,7,24,16,40,3.7,4.9,0.89,13.79,5.88,190,1014.1,18.6,14.7,Small (<2 ft),Moderate (3-19 mph)
29319,2020,7,24,17,40,4.0,5.0,0.77,13.79,5.47,182,1014.4,18.5,14.6,Small (<2 ft),Moderate (3-19 mph)
29325,2020,7,24,18,40,4.3,5.2,0.9,13.79,5.89,201,1014.3,18.4,14.5,Small (<2 ft),Moderate (3-19 mph)
29331,2020,7,24,19,40,4.2,5.1,0.85,13.79,5.89,184,1014.2,18.6,14.7,Small (<2 ft),Moderate (3-19 mph)
29337,2020,7,24,20,40,4.9,6.0,0.86,13.79,5.82,178,1013.8,18.7,14.8,Small (<2 ft),Moderate (3-19 mph)
29343,2020,7,24,21,40,4.7,5.8,0.81,12.9,5.56,201,1013.6,18.4,15.5,Small (<2 ft),Moderate (3-19 mph)
29349,2020,7,24,22,40,4.2,5.6,0.82,13.79,5.66,215,1013.2,18.4,15.5,Small (<2 ft),Moderate (3-19 mph)
29355,2020,7,24,23,40,4.2,5.6,0.84,13.79,5.47,195,1012.8,18.6,15.3,Small (<2 ft),Moderate (3-19 mph)
29361,2020,7,25,0,40,3.2,4.9,0.81,12.9,5.83,187,1012.5,18.6,15.1,Small (<2 ft),Moderate (3-19 mph)
29367,2020,7,25,1,40,3.0,4.8,0.81,13.79,5.72,209,1012.5,18.4,14.5,Small (<2 ft),Ideal(<3 mph)
29373,2020,7,25,2,40,2.5,4.6,0.84,13.79,6.11,220,1012.6,18.3,14.2,Small (<2 ft),Ideal(<3 mph)
29379,2020,7,25,3,40,1.8,3.5,0.8,5.88,5.97,265,1013.0,18.0,13.9,Small (<2 ft),Ideal(<3 mph)
29385,2020,7,25,4,40,1.9,3.2,0.78,12.9,6.46,184,1013.4,18.2,14.2,Small (<2 ft),Ideal(<3 mph)
29391,2020,7,25,5,40,1.4,2.6,0.82,13.79,6.51,220,1013.6,18.1,14.0,Small (<2 ft),Ideal(<3 mph)
29397,2020,7,25,6,40,0.6,1.4,0.85,12.9,6.34,178,1013.6,18.2,14.1,Small (<2 ft),Ideal(<3 mph)
29403,2020,7,25,7,40,1.5,2.5,0.73,13.79,6.43,173,1013.4,18.1,14.0,Small (<2 ft),Ideal(<3 mph)
29409,2020,7,25,8,40,0.9,1.8,0.8,13.79,6.54,194,1013.3,18.1,14.0,Small (<2 ft),Ideal(<3 mph)
29415,2020,7,25,9,40,0.3,1.1,0.86,13.79,6.53,169,1013.0,17.9,13.8,Small (<2 ft),Ideal(<3 mph)
29421,2020,7,25,10,40,0.5,1.5,0.8,13.79,6.24,170,1012.9,17.9,13.8,Small (<2 ft),Ideal(<3 mph)
29427,2020,7,25,11,40,1.8,3.2,0.79,7.14,6.05,277,1012.9,18.0,14.0,Small (<2 ft),Ideal(<3 mph)
29433,2020,7,25,12,40,0.7,2.0,0.8,7.14,6.21,280,1013.2,18.0,14.0,Small (<2 ft),Ideal(<3 mph)
29439,2020,7,25,13,40,1.3,2.2,0.83,16.0,6.26,187,1013.6,18.0,14.2,Small (<2 ft),Ideal(<3 mph)
29445,2020,7,25,14,40,1.5,2.4,0.85,16.0,6.14,190,1013.9,17.9,14.0,Small (<2 ft),Ideal(<3 mph)
29451,2020,7,25,15,40,0.1,1.8,0.84,16.0,6.2,184,1014.2,18.0,13.9,Small (<2 ft),Ideal(<3 mph)
29457,2020,7,25,16,40,1.0,1.9,0.93,16.0,6.21,204,1014.2,18.1,13.9,Small (<2 ft),Ideal(<3 mph)
29463,2020,7,25,17,40,1.3,2.5,0.96,16.0,6.33,198,1014.3,18.3,14.0,Small (<2 ft),Ideal(<3 mph)
29469,2020,7,25,18,40,2.2,2.9,0.9,6.67,6.27,271,1014.3,18.2,14.0,Small (<2 ft),Ideal(<3 mph)
29475,2020,7,25,19,40,2.3,3.5,0.87,16.0,6.78,214,1014.2,18.2,14.1,Small (<2 ft),Ideal(<3 mph)
29481,2020,7,25,20,40,2.1,3.0,0.86,16.0,6.99,191,1013.9,18.4,13.8,Small (<2 ft),Ideal(<3 mph)
29487,2020,7,25,21,40,2.8,3.9,0.81,14.81,6.62,207,1013.3,18.5,14.0,Small (<2 ft),Ideal(<3 mph)
29493,2020,7,25,22,40,2.8,3.8,0.79,14.81,6.37,188,1012.9,18.7,14.2,Small (<2 ft),Ideal(<3 mph)
29499,2020,7,25,23,40,4.0,5.4,0.8,14.81,6.19,227,1012.5,19.0,15.1,Small (<2 ft),Moderate (3-19 mph)
29505,2020,7,26,0,40,3.4,4.7,0.8,14.81,6.13,194,1012.4,18.9,15.0,Small (<2 ft),Moderate (3-19 mph)
29511,2020,7,26,1,40,4.0,5.3,0.86,14.81,6.46,172,1012.2,18.9,15.3,Small (<2 ft),Moderate (3-19 mph)
29517,2020,7,26,2,40,3.5,4.6,0.84,6.67,6.08,281,1012.4,18.6,15.4,Small (<2 ft),Moderate (3-19 mph)
29523,2020,7,26,3,40,3.1,4.3,0.85,14.81,6.53,196,1012.7,18.5,15.3,Small (<2 ft),Moderate (3-19 mph)
29529,2020,7,26,4,40,2.6,3.9,0.92,14.81,6.73,176,1013.3,18.5,15.4,Small (<2 ft),Ideal(<3 mph)
29535,2020,7,26,5,40,1.9,3.0,0.86,14.81,6.54,202,1013.6,18.5,15.4,Small (<2 ft),Ideal(<3 mph)
29541,2020,7,26,6,40,0.7,1.4,0.88,14.81,6.89,180,1013.8,18.6,15.5,Small (<2 ft),Ideal(<3 mph)
29547,2020,7,26,7,40,1.5,2.7,0.84,6.67,6.41,280,1013.6,18.7,15.5,Small (<2 ft),Ideal(<3 mph)
29553,2020,7,26,8,40,2.2,3.2,0.81,14.81,6.42,159,1013.3,18.7,15.5,Small (<2 ft),Ideal(<3 mph)
29559,2020,7,26,9,40,1.3,2.8,0.8,13.79,6.16,189,1013.1,18.7,15.4,Small (<2 ft),Ideal(<3 mph)
29565,2020,7,26,10,40,1.6,2.4,0.84,13.79,6.44,170,1012.8,18.7,15.3,Small (<2 ft),Ideal(<3 mph)
29571,2020,7,26,11,40,0.9,1.5,0.86,14.81,6.3,180,1012.8,18.7,15.4,Small (<2 ft),Ideal(<3 mph)
29577,2020,7,26,12,40,2.1,3.7,0.86,13.79,6.4,184,1013.0,18.6,15.1,Small (<2 ft),Ideal(<3 mph)
29583,2020,7,26,13,40,1.8,3.2,0.88,13.79,6.47,192,1013.2,18.8,15.3,Small (<2 ft),Ideal(<3 mph)
29589,2020,7,26,14,40,3.9,5.3,0.88,14.81,6.18,165,1013.6,18.7,15.4,Small (<2 ft),Moderate (3-19 mph)
29595,2020,7,26,15,40,3.9,5.5,0.9,13.79,6.33,186,1014.2,18.2,14.8,Small (<2 ft),Moderate (3-19 mph)
29601,2020,7,26,16,40,3.0,4.3,0.89,13.79,5.74,178,1014.2,18.1,14.8,Small (<2 ft),Ideal(<3 mph)
29607,2020,7,26,17,40,3.8,5.1,0.86,13.79,6.19,180,1014.5,18.1,14.8,Small (<2 ft),Moderate (3-19 mph)
29613,2020,7,26,18,40,3.7,5.0,0.87,13.79,6.14,194,1014.7,18.0,14.8,Small (<2 ft),Moderate (3-19 mph)
29619,2020,7,26,19,40,4.7,6.0,0.88,13.79,6.66,184,1014.3,18.1,14.9,Small (<2 ft),Moderate (3-19 mph)
29625,2020,7,26,20,40,5.8,7.0,0.82,13.79,6.32,212,1014.1,18.1,15.1,Small (<2 ft),Moderate (3-19 mph)
29631,2020,7,26,21,40,6.9,8.2,0.9,13.79,6.46,176,1013.6,18.0,15.2,Small (<2 ft),Moderate (3-19 mph)
29637,2020,7,26,22,40,7.3,9.1,0.93,13.79,5.35,157,1013.2,18.2,15.6,Small (<2 ft),Moderate (3-19 mph)
29643,2020,7,26,23,40,7.5,9.0,0.95,13.79,4.52,176,1012.9,18.3,15.8,Small (<2 ft),Moderate (3-19 mph)
29649,2020,7,27,0,40,6.3,8.0,0.99,13.79,4.65,208,1012.8,18.3,15.8,Small (<2 ft),Moderate (3-19 mph)
29655,2020,7,27,1,40,6.3,7.6,1.09,13.79,5.05,178,1012.6,18.5,16.2,Small (<2 ft),Moderate (3-19 mph)
29661,2020,7,27,2,40,5.9,7.1,1.04,13.79,4.86,159,1012.9,18.6,16.2,Small (<2 ft),Moderate (3-19 mph)
29667,2020,7,27,3,40,3.3,4.4,1.03,4.76,5.03,290,1013.2,18.9,16.4,Small (<2 ft),Moderate (3-19 mph)
29673,2020,7,27,4,40,3.7,4.6,1.11,13.79,5.6,170,1013.7,18.8,16.1,Small (<2 ft),Moderate (3-19 mph)
29679,2020,7,27,5,40,3.3,4.4,1.12,14.81,5.76,177,1013.8,18.9,16.1,Small (<2 ft),Moderate (3-19 mph)
29685,2020,7,27,6,40,3.0,4.7,1.09,13.79,5.41,137,1013.6,18.7,15.9,Small (<2 ft),Ideal(<3 mph)
29691,2020,7,27,7,40,4.8,5.9,1.12,13.79,5.7,167,1013.4,18.5,15.7,Small (<2 ft),Moderate (3-19 mph)
29697,2020,7,27,8,40,5.6,6.9,1.1,12.9,5.91,168,1013.0,18.4,15.7,Small (<2 ft),Moderate (3-19 mph)
29703,2020,7,27,9,40,5.9,7.2,1.07,13.79,5.7,193,1012.5,18.3,15.6,Small (<2 ft),Moderate (3-19 mph)
29709,2020,7,27,10,40,5.4,6.8,1.12,13.79,5.3,134,1012.4,18.2,15.7,Small (<2 ft),Moderate (3-19 mph)
29715,2020,7,27,11,40,5.4,6.9,1.04,12.9,5.4,163,1012.5,18.2,15.8,Small (<2 ft),Moderate (3-19 mph)
29721,2020,7,27,12,40,4.8,6.3,1.06,14.81,5.55,147,1012.9,17.9,15.3,Small (<2 ft),Moderate (3-19 mph)
29727,2020,7,27,13,40,5.0,6.6,1.0,13.79,5.25,178,1013.5,17.8,15.1,Small (<2 ft),Moderate (3-19 mph)
29733,2020,7,27,14,40,4.1,5.6,0.99,13.79,5.25,176,1013.9,17.6,14.8,Small (<2 ft),Moderate (3-19 mph)
29739,2020,7,27,15,40,4.1,6.1,1.02,12.9,5.34,160,1014.2,17.6,14.7,Small (<2 ft),Moderate (3-19 mph)
29745,2020,7,27,16,40,4.8,6.5,1.15,14.81,5.65,176,1014.3,17.6,14.7,Small (<2 ft),Moderate (3-19 mph)
29751,2020,7,27,17,40,5.1,6.3,1.02,13.79,5.39,177,1014.5,17.8,14.9,Small (<2 ft),Moderate (3-19 mph)
29757,2020,7,27,18,40,4.2,5.4,1.05,13.79,5.47,162,1014.4,17.8,14.8,Small (<2 ft),Moderate (3-19 mph)
29763,2020,7,27,19,40,5.2,7.5,0.93,12.9,5.3,170,1014.1,18.0,14.9,Small (<2 ft),Moderate (3-19 mph)
29769,2020,7,27,20,40,5.2,6.6,0.97,12.9,5.53,186,1013.6,18.1,15.0,Small (<2 ft),Moderate (3-19 mph)
29775,2020,7,27,21,40,5.9,7.6,1.01,14.81,5.46,184,1013.1,18.1,15.0,Small (<2 ft),Moderate (3-19 mph)
29781,2020,7,27,22,40,6.7,8.3,1.02,14.81,5.11,228,1012.8,18.2,15.2,Small (<2 ft),Moderate (3-19 mph)
29787,2020,7,27,23,40,7.2,8.5,1.01,14.81,4.86,178,1012.5,18.2,15.1,Small (<2 ft),Moderate (3-19 mph)
29793,2020,7,28,0,40,7.2,8.9,1.02,12.9,4.77,169,1012.1,18.3,15.3,Small (<2 ft),Moderate (3-19 mph)
29799,2020,7,28,1,40,7.0,8.7,1.05,14.81,4.75,190,1012.1,18.2,15.3,Small (<2 ft),Moderate (3-19 mph)
29805,2020,7,28,2,40,7.5,9.1,1.18,4.55,4.74,288,1012.1,18.0,15.3,Small (<2 ft),Moderate (3-19 mph)
29811,2020,7,28,3,40,7.7,9.8,1.19,14.81,4.82,194,1012.2,17.9,15.4,Small (<2 ft),Moderate (3-19 mph)
29817,2020,7,28,4,40,6.6,8.0,1.17,14.81,4.94,210,1012.7,17.8,15.4,Small (<2 ft),Moderate (3-19 mph)
29823,2020,7,28,5,40,6.2,7.7,1.14,14.81,4.91,176,1012.7,17.8,15.4,Small (<2 ft),Moderate (3-19 mph)
29829,2020,7,28,6,40,5.8,7.6,1.15,14.81,5.07,155,1012.4,17.9,15.5,Small (<2 ft),Moderate (3-19 mph)
29835,2020,7,28,7,40,4.9,6.2,1.04,5.26,5.03,281,1012.3,18.0,15.3,Small (<2 ft),Moderate (3-19 mph)
29841,2020,7,28,8,40,4.1,6.2,1.0,5.56,5.08,285,1012.1,17.8,15.0,Small (<2 ft),Moderate (3-19 mph)
29847,2020,7,28,9,40,4.8,6.5,0.99,5.26,5.01,280,1011.7,17.7,14.9,Small (<2 ft),Moderate (3-19 mph)
29853,2020,7,28,10,40,4.7,7.1,0.94,5.56,5.13,282,1011.7,17.5,14.7,Small (<2 ft),Moderate (3-19 mph)
29859,2020,7,28,11,40,4.4,6.3,1.0,14.81,5.46,169,1011.9,17.3,14.6,Small (<2 ft),Moderate (3-19 mph)
29865,2020,7,28,12,40,4.7,6.5,0.96,12.9,5.18,149,1012.3,17.3,14.7,Small (<2 ft),Moderate (3-19 mph)
29871,2020,7,28,13,40,5.1,7.0,0.96,5.26,5.14,278,1012.5,17.3,14.7,Small (<2 ft),Moderate (3-19 mph)
29881,2020,7,28,23,40,9.0,99.0,1.01,12.12,4.47,181,9999.0,999.0,999.0,Small (<2 ft),Moderate (3-19 mph)
29887,2020,7,29,0,40,6.8,8.3,1.03,13.79,4.5,144,1011.3,18.3,15.6,Small (<2 ft),Moderate (3-19 mph)
29893,2020,7,29,1,40,7.3,8.6,1.05,13.79,4.51,178,1010.9,18.2,15.6,Small (<2 ft),Moderate (3-19 mph)
29899,2020,7,29,2,40,6.5,7.9,1.08,5.0,4.51,290,1011.2,18.1,15.6,Small (<2 ft),Moderate (3-19 mph)
29905,2020,7,29,3,40,5.6,6.8,1.11,5.0,4.61,292,1011.7,17.9,15.5,Small (<2 ft),Moderate (3-19 mph)
29911,2020,7,29,4,40,6.5,8.2,1.01,5.56,4.79,287,1011.9,17.6,15.1,Small (<2 ft),Moderate (3-19 mph)
29917,2020,7,29,5,40,5.6,7.2,1.07,13.79,4.84,165,1012.2,17.6,15.0,Small (<2 ft),Moderate (3-19 mph)
29923,2020,7,29,6,40,5.4,7.6,0.99,12.9,4.77,163,1012.3,17.4,14.7,Small (<2 ft),Moderate (3-19 mph)
29929,2020,7,29,7,40,5.4,7.4,0.94,5.56,4.7,282,1012.3,17.4,14.8,Small (<2 ft),Moderate (3-19 mph)
29935,2020,7,29,8,40,5.0,6.5,0.97,5.0,4.79,275,1012.0,17.4,14.7,Small (<2 ft),Moderate (3-19 mph)
29941,2020,7,29,9,40,4.8,6.9,0.89,12.9,4.9,189,1012.1,17.3,14.5,Small (<2 ft),Moderate (3-19 mph)
29947,2020,7,29,10,40,4.6,6.5,0.94,5.56,4.94,277,1011.9,17.5,14.8,Small (<2 ft),Moderate (3-19 mph)
29953,2020,7,29,11,40,5.0,6.9,0.86,13.79,4.98,152,1011.9,17.4,14.7,Small (<2 ft),Moderate (3-19 mph)
29959,2020,7,29,12,40,5.2,8.1,0.94,5.56,4.95,289,1012.2,17.5,14.6,Small (<2 ft),Moderate (3-19 mph)
29965,2020,7,29,13,40,3.9,7.3,0.86,12.12,4.95,166,1012.8,17.3,14.5,Small (<2 ft),Moderate (3-19 mph)
29971,2020,7,29,14,40,3.6,5.4,0.84,12.9,4.87,153,1013.3,17.4,14.4,Small (<2 ft),Moderate (3-19 mph)
29977,2020,7,29,15,40,3.9,7.1,0.84,12.12,4.85,145,1013.7,17.8,14.7,Small (<2 ft),Moderate (3-19 mph)
29983,2020,7,29,16,40,4.9,6.4,0.9,5.56,5.02,285,1013.8,17.4,14.4,Small (<2 ft),Moderate (3-19 mph)
29989,2020,7,29,17,40,5.5,7.6,0.86,5.56,4.51,280,1014.1,17.6,14.7,Small (<2 ft),Moderate (3-19 mph)
29995,2020,7,29,18,40,6.3,8.0,0.86,12.9,4.51,205,1014.0,17.9,15.0,Small (<2 ft),Moderate (3-19 mph)
30001,2020,7,29,19,40,6.5,8.1,0.89,5.56,4.47,284,1013.8,17.9,14.9,Small (<2 ft),Moderate (3-19 mph)
30007,2020,7,29,20,40,6.7,7.9,0.88,12.9,4.32,227,1013.6,17.9,14.9,Small (<2 ft),Moderate (3-19 mph)
30013,2020,7,29,21,40,7.0,8.1,0.91,4.17,4.34,291,1013.0,18.1,15.3,Small (<2 ft),Moderate (3-19 mph)
30019,2020,7,29,22,40,7.6,8.9,0.91,12.12,4.16,219,1012.4,18.2,15.6,Small (<2 ft),Moderate (3-19 mph)
30025,2020,7,29,23,40,7.8,9.2,0.91,4.0,4.22,291,1012.2,18.3,15.7,Small (<2 ft),Moderate (3-19 mph)
30031,2020,7,30,0,40,7.3,8.7,0.97,12.12,4.3,165,1011.9,18.4,15.9,Small (<2 ft),Moderate (3-19 mph)
30037,2020,7,30,1,40,7.7,9.1,0.97,4.55,4.24,287,1011.7,18.3,15.9,Small (<2 ft),Moderate (3-19 mph)
30043,2020,7,30,2,40,7.2,8.5,1.02,4.76,4.4,284,1012.0,18.1,15.9,Small (<2 ft),Moderate (3-19 mph)
30049,2020,7,30,3,40,6.2,7.4,1.0,5.0,4.43,292,1012.7,18.1,16.1,Small (<2 ft),Moderate (3-19 mph)
30055,2020,7,30,4,40,4.9,6.3,0.99,4.76,4.46,292,1013.3,17.9,15.8,Small (<2 ft),Moderate (3-19 mph)
30061,2020,7,30,5,40,5.4,6.5,0.94,5.0,4.55,287,1013.8,17.8,15.6,Small (<2 ft),Moderate (3-19 mph)
30067,2020,7,30,6,40,5.4,6.8,0.96,5.0,4.52,283,1013.7,17.7,15.5,Small (<2 ft),Moderate (3-19 mph)
30073,2020,7,30,7,40,7.9,9.7,0.99,4.55,4.62,295,1013.3,17.8,15.5,Small (<2 ft),Moderate (3-19 mph)
30079,2020,7,30,8,40,6.6,8.0,1.0,5.56,4.5,282,1013.4,17.6,15.4,Small (<2 ft),Moderate (3-19 mph)
30085,2020,7,30,9,40,6.8,8.6,1.02,4.76,4.61,290,1013.0,17.5,15.2,Small (<2 ft),Moderate (3-19 mph)
30091,2020,7,30,10,40,5.2,7.7,0.98,5.56,4.7,282,1012.9,17.6,15.4,Small (<2 ft),Moderate (3-19 mph)
30097,2020,7,30,11,40,6.0,7.3,1.04,5.56,4.73,278,1013.3,17.6,15.3,Small (<2 ft),Moderate (3-19 mph)
30103,2020,7,30,12,40,4.4,6.3,0.98,5.56,4.65,281,1013.8,17.7,15.4,Small (<2 ft),Moderate (3-19 mph)
30109,2020,7,30,13,40,4.8,6.8,1.08,5.26,4.7,281,1013.9,17.4,15.2,Small (<2 ft),Moderate (3-19 mph)
30115,2020,7,30,14,40,5.6,7.4,1.04,5.56,4.66,284,1014.3,17.5,15.5,Small (<2 ft),Moderate (3-19 mph)
30121,2020,7,30,15,40,6.3,8.2,1.03,5.56,4.59,281,1014.4,17.5,15.5,Small (<2 ft),Moderate (3-19 mph)
30127,2020,7,30,16,40,4.7,6.1,1.07,5.56,4.67,273,1015.0,17.6,15.5,Small (<2 ft),Moderate (3-19 mph)
30133,2020,7,30,17,40,5.0,6.5,1.08,5.56,4.75,277,1015.0,17.5,15.4,Small (<2 ft),Moderate (3-19 mph)
30139,2020,7,30,18,40,5.0,6.7,1.0,5.88,4.72,279,1015.0,17.9,15.7,Small (<2 ft),Moderate (3-19 mph)
30145,2020,7,30,19,40,5.5,6.9,1.0,5.88,4.59,280,1014.7,18.0,15.8,Small (<2 ft),Moderate (3-19 mph)
30151,2020,7,30,20,40,6.7,8.4,1.05,5.88,4.58,281,1014.2,18.2,16.0,Small (<2 ft),Moderate (3-19 mph)
30157,2020,7,30,21,40,7.4,8.7,1.04,5.56,4.38,286,1013.9,18.3,16.3,Small (<2 ft),Moderate (3-19 mph)
30163,2020,7,30,22,40,8.8,10.7,1.06,5.88,4.36,282,1013.0,18.3,16.4,Small (<2 ft),Moderate (3-19 mph)
30169,2020,7,30,23,40,9.4,11.4,1.15,4.76,4.36,279,1012.2,18.5,16.6,Small (<2 ft),Moderate (3-19 mph)
30175,2020,7,31,0,40,9.0,10.6,1.2,5.88,4.51,285,1011.9,18.7,16.7,Small (<2 ft),Moderate (3-19 mph)
30181,2020,7,31,1,40,8.3,10.0,1.21,5.56,4.41,286,1011.9,18.8,16.9,Small (<2 ft),Moderate (3-19 mph)
30187,2020,7,31,2,40,8.4,9.7,1.25,5.26,4.57,292,1012.0,18.7,16.9,Small (<2 ft),Moderate (3-19 mph)
30193,2020,7,31,3,40,7.4,9.3,1.36,5.88,4.76,290,1012.2,18.8,17.1,Small (<2 ft),Moderate (3-19 mph)
30199,2020,7,31,4,40,6.4,7.9,1.38,5.56,4.88,292,1012.6,18.9,17.1,Small (<2 ft),Moderate (3-19 mph)
30205,2020,7,31,5,40,4.8,7.2,1.38,6.25,5.0,296,1012.7,19.0,17.2,Small (<2 ft),Moderate (3-19 mph)
30211,2020,7,31,6,40,5.3,6.9,1.29,6.25,5.06,290,1012.7,18.8,16.9,Small (<2 ft),Moderate (3-19 mph)
30217,2020,7,31,7,40,7.0,8.4,1.29,6.25,5.03,290,1012.7,18.4,16.7,Small (<2 ft),Moderate (3-19 mph)
30223,2020,7,31,8,40,7.4,8.8,1.39,6.25,5.05,293,1012.5,18.1,16.5,Small (<2 ft),Moderate (3-19 mph)
30229,2020,7,31,9,40,8.1,10.2,1.45,6.25,5.13,292,1011.8,18.1,16.4,Small (<2 ft),Moderate (3-19 mph)
30235,2020,7,31,10,40,8.0,10.0,1.46,6.67,5.04,284,1011.7,17.9,16.3,Small (<2 ft),Moderate (3-19 mph)
30241,2020,7,31,11,40,8.7,10.1,1.4,6.25,5.16,277,1011.6,17.9,16.2,Small (<2 ft),Moderate (3-19 mph)
30247,2020,7,31,12,40,8.9,11.0,1.49,6.67,5.13,281,1011.7,17.8,16.4,Small (<2 ft),Moderate (3-19 mph)
30253,2020,7,31,13,40,6.9,8.5,1.59,6.25,5.19,282,1012.5,17.8,16.4,Small (<2 ft),Moderate (3-19 mph)
30259,2020,7,31,14,40,7.5,8.9,1.58,7.14,5.34,278,1012.8,17.9,16.4,Small (<2 ft),Moderate (3-19 mph)
